trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-06-28|Bus|Chatswood|0|<50|<50
2022-06-28|Bus|Macquarie Park|0|<50|<50
2022-06-28|Bus|Newcastle and surrounds|0|<50|<50
2022-06-28|Bus|North Sydney|0|<50|<50
2022-06-28|Bus|Other|0|500|700
2022-06-28|Bus|Parramatta|0|<50|<50
2022-06-28|Bus|Strathfield|0|<50|<50
2022-06-28|Bus|Sydney CBD|0|300|100
2022-06-28|Bus|All - NSW|0|800|800
2022-06-28|Bus|Chatswood|1|<50|<50
2022-06-28|Bus|Macquarie Park|1|<50|<50
2022-06-28|Bus|North Sydney|1|<50|<50
2022-06-28|Bus|Other|1|200|300
2022-06-28|Bus|Parramatta|1|<50|<50
2022-06-28|Bus|Strathfield|1|<50|<50
2022-06-28|Bus|Sydney CBD|1|200|100
2022-06-28|Bus|All - NSW|1|400|400
2022-06-28|Bus|Chatswood|2|<50|<50
2022-06-28|Bus|Macquarie Park|2|<50|<50
2022-06-28|Bus|North Sydney|2|<50|<50
2022-06-28|Bus|Other|2|200|300
2022-06-28|Bus|Parramatta|2|<50|<50
2022-06-28|Bus|Strathfield|2|<50|<50
2022-06-28|Bus|Sydney CBD|2|200|100
2022-06-28|Bus|All - NSW|2|400|400
2022-06-28|Bus|Chatswood|3|<50|<50
2022-06-28|Bus|Macquarie Park|3|<50|<50
2022-06-28|Bus|North Sydney|3|<50|<50
2022-06-28|Bus|Other|3|300|300
2022-06-28|Bus|Parramatta|3|<50|<50
2022-06-28|Bus|Strathfield|3|<50|<50
2022-06-28|Bus|Sydney CBD|3|100|100
2022-06-28|Bus|All - NSW|3|400|400
2022-06-28|Bus|Chatswood|4|<50|<50
2022-06-28|Bus|Macquarie Park|4|<50|<50
2022-06-28|Bus|North Sydney|4|<50|<50
2022-06-28|Bus|Other|4|1300|700
2022-06-28|Bus|Parramatta|4|<50|<50
2022-06-28|Bus|Strathfield|4|<50|<50
2022-06-28|Bus|Sydney CBD|4|100|200
2022-06-28|Bus|All - NSW|4|1400|900
2022-06-28|Bus|Chatswood|5|100|<50
2022-06-28|Bus|Macquarie Park|5|<50|100
2022-06-28|Bus|Newcastle and surrounds|5|<50|<50
2022-06-28|Bus|North Sydney|5|<50|<50
2022-06-28|Bus|Other|5|7800|5000
2022-06-28|Bus|Parramatta|5|300|300
2022-06-28|Bus|Strathfield|5|100|100
2022-06-28|Bus|Sydney CBD|5|600|1000
2022-06-28|Bus|Wollongong and surrounds|5|<50|<50
2022-06-28|Bus|All - NSW|5|8900|6500
2022-06-28|Bus|Chatswood|6|200|100
2022-06-28|Bus|Macquarie Park|6|200|200
2022-06-28|Bus|Newcastle and surrounds|6|<50|<50
2022-06-28|Bus|North Sydney|6|100|100
2022-06-28|Bus|Other|6|20100|15100
2022-06-28|Bus|Parramatta|6|900|800
2022-06-28|Bus|Strathfield|6|300|200
2022-06-28|Bus|Sydney CBD|6|1700|2700
2022-06-28|Bus|Wollongong and surrounds|6|100|100
2022-06-28|Bus|All - NSW|6|23600|19300
2022-06-28|Bus|Chatswood|7|500|400
2022-06-28|Bus|Macquarie Park|7|700|500
2022-06-28|Bus|Newcastle and surrounds|7|<50|100
2022-06-28|Bus|North Sydney|7|300|500
2022-06-28|Bus|Other|7|48000|29000
2022-06-28|Bus|Parramatta|7|1400|1600
2022-06-28|Bus|Strathfield|7|400|400
2022-06-28|Bus|Sydney CBD|7|2300|7900
2022-06-28|Bus|Wollongong and surrounds|7|200|300
2022-06-28|Bus|All - NSW|7|53800|40700
2022-06-28|Bus|Chatswood|8|600|500
2022-06-28|Bus|Macquarie Park|8|800|800
2022-06-28|Bus|Newcastle and surrounds|8|100|100
2022-06-28|Bus|North Sydney|8|700|1400
2022-06-28|Bus|Other|8|52900|44500
2022-06-28|Bus|Parramatta|8|1500|2500
2022-06-28|Bus|Strathfield|8|400|400
2022-06-28|Bus|Sydney CBD|8|3400|17500
2022-06-28|Bus|Wollongong and surrounds|8|500|900
2022-06-28|Bus|All - NSW|8|60900|68600
2022-06-28|Bus|Chatswood|9|300|500
2022-06-28|Bus|Macquarie Park|9|300|700
2022-06-28|Bus|Newcastle and surrounds|9|<50|100
2022-06-28|Bus|North Sydney|9|300|500
2022-06-28|Bus|Other|9|27300|26400
2022-06-28|Bus|Parramatta|9|700|1300
2022-06-28|Bus|Strathfield|9|300|300
2022-06-28|Bus|Sydney CBD|9|2400|8300
2022-06-28|Bus|Wollongong and surrounds|9|200|200
2022-06-28|Bus|All - NSW|9|31800|38300
2022-06-28|Bus|Chatswood|10|200|400
2022-06-28|Bus|Macquarie Park|10|300|400
2022-06-28|Bus|Newcastle and surrounds|10|<50|100
2022-06-28|Bus|North Sydney|10|200|200
2022-06-28|Bus|Other|10|22800|21200
2022-06-28|Bus|Parramatta|10|600|900
2022-06-28|Bus|Strathfield|10|200|100
2022-06-28|Bus|Sydney CBD|10|1800|3400
2022-06-28|Bus|Wollongong and surrounds|10|200|200
2022-06-28|Bus|All - NSW|10|26300|26900
2022-06-28|Bus|Chatswood|11|300|300
2022-06-28|Bus|Macquarie Park|11|300|400
2022-06-28|Bus|Newcastle and surrounds|11|100|100
2022-06-28|Bus|North Sydney|11|200|200
2022-06-28|Bus|Other|11|22200|21000
2022-06-28|Bus|Parramatta|11|600|800
2022-06-28|Bus|Strathfield|11|200|200
2022-06-28|Bus|Sydney CBD|11|1700|2700
2022-06-28|Bus|Wollongong and surrounds|11|200|200
2022-06-28|Bus|All - NSW|11|25800|25900
2022-06-28|Bus|Chatswood|12|300|300
2022-06-28|Bus|Macquarie Park|12|300|300
2022-06-28|Bus|Newcastle and surrounds|12|100|<50
2022-06-28|Bus|North Sydney|12|200|100
2022-06-28|Bus|Other|12|22700|21900
2022-06-28|Bus|Parramatta|12|700|700
2022-06-28|Bus|Strathfield|12|200|200
2022-06-28|Bus|Sydney CBD|12|2100|2600
2022-06-28|Bus|Wollongong and surrounds|12|200|200
2022-06-28|Bus|All - NSW|12|26800|26300
2022-06-28|Bus|Chatswood|13|400|300
2022-06-28|Bus|Macquarie Park|13|400|400
2022-06-28|Bus|Newcastle and surrounds|13|<50|100
2022-06-28|Bus|North Sydney|13|200|200
2022-06-28|Bus|Other|13|23900|24100
2022-06-28|Bus|Parramatta|13|1000|700
2022-06-28|Bus|Strathfield|13|200|200
2022-06-28|Bus|Sydney CBD|13|2700|2400
2022-06-28|Bus|Wollongong and surrounds|13|200|200
2022-06-28|Bus|All - NSW|13|29000|28600
2022-06-28|Bus|Chatswood|14|500|300
2022-06-28|Bus|Macquarie Park|14|500|400
2022-06-28|Bus|Newcastle and surrounds|14|100|<50
2022-06-28|Bus|North Sydney|14|300|200
2022-06-28|Bus|Other|14|30900|29700
2022-06-28|Bus|Parramatta|14|1100|800
2022-06-28|Bus|Strathfield|14|300|300
2022-06-28|Bus|Sydney CBD|14|3200|2500
2022-06-28|Bus|Wollongong and surrounds|14|400|200
2022-06-28|Bus|All - NSW|14|37300|34400
2022-06-28|Bus|Chatswood|15|600|500
2022-06-28|Bus|Macquarie Park|15|700|500
2022-06-28|Bus|Newcastle and surrounds|15|100|<50
2022-06-28|Bus|North Sydney|15|400|300
2022-06-28|Bus|Other|15|42400|43200
2022-06-28|Bus|Parramatta|15|1900|1300
2022-06-28|Bus|Strathfield|15|400|400
2022-06-28|Bus|Sydney CBD|15|4800|3100
2022-06-28|Bus|Wollongong and surrounds|15|1100|500
2022-06-28|Bus|All - NSW|15|52400|49800
2022-06-28|Bus|Chatswood|16|600|500
2022-06-28|Bus|Macquarie Park|16|800|500
2022-06-28|Bus|Newcastle and surrounds|16|100|<50
2022-06-28|Bus|North Sydney|16|700|200
2022-06-28|Bus|Other|16|34400|39200
2022-06-28|Bus|Parramatta|16|1800|1300
2022-06-28|Bus|Strathfield|16|500|400
2022-06-28|Bus|Sydney CBD|16|7800|3600
2022-06-28|Bus|Wollongong and surrounds|16|300|200
2022-06-28|Bus|All - NSW|16|47000|45900
2022-06-28|Bus|Chatswood|17|600|500
2022-06-28|Bus|Macquarie Park|17|1000|700
2022-06-28|Bus|Newcastle and surrounds|17|100|100
2022-06-28|Bus|North Sydney|17|1100|400
2022-06-28|Bus|Other|17|32800|41400
2022-06-28|Bus|Parramatta|17|1900|1300
2022-06-28|Bus|Strathfield|17|400|400
2022-06-28|Bus|Sydney CBD|17|13600|4200
2022-06-28|Bus|Wollongong and surrounds|17|200|200
2022-06-28|Bus|All - NSW|17|51700|49200
2022-06-28|Bus|Chatswood|18|500|500
2022-06-28|Bus|Macquarie Park|18|600|500
2022-06-28|Bus|Newcastle and surrounds|18|<50|<50
2022-06-28|Bus|North Sydney|18|600|300
2022-06-28|Bus|Other|18|20000|35600
2022-06-28|Bus|Parramatta|18|1300|900
2022-06-28|Bus|Strathfield|18|400|300
2022-06-28|Bus|Sydney CBD|18|8800|3300
2022-06-28|Bus|Wollongong and surrounds|18|100|100
2022-06-28|Bus|All - NSW|18|32300|41500
2022-06-28|Bus|Chatswood|19|200|200
2022-06-28|Bus|Macquarie Park|19|300|300
2022-06-28|Bus|Newcastle and surrounds|19|<50|<50
2022-06-28|Bus|North Sydney|19|200|200
2022-06-28|Bus|Other|19|9900|16500
2022-06-28|Bus|Parramatta|19|700|400
2022-06-28|Bus|Strathfield|19|200|100
2022-06-28|Bus|Sydney CBD|19|4000|1400
2022-06-28|Bus|Wollongong and surrounds|19|<50|100
2022-06-28|Bus|All - NSW|19|15500|19200
2022-06-28|Bus|Chatswood|20|100|100
2022-06-28|Bus|Macquarie Park|20|200|100
2022-06-28|Bus|Newcastle and surrounds|20|<50|<50
2022-06-28|Bus|North Sydney|20|100|100
2022-06-28|Bus|Other|20|6400|8700
2022-06-28|Bus|Parramatta|20|500|300
2022-06-28|Bus|Strathfield|20|100|100
2022-06-28|Bus|Sydney CBD|20|2200|800
2022-06-28|Bus|Wollongong and surrounds|20|<50|<50
2022-06-28|Bus|All - NSW|20|9600|10200
2022-06-28|Bus|Chatswood|21|200|100
2022-06-28|Bus|Macquarie Park|21|100|100
2022-06-28|Bus|Newcastle and surrounds|21|<50|<50
2022-06-28|Bus|North Sydney|21|<50|100
2022-06-28|Bus|Other|21|5300|7000
2022-06-28|Bus|Parramatta|21|300|200
2022-06-28|Bus|Strathfield|21|100|100
2022-06-28|Bus|Sydney CBD|21|2200|800
2022-06-28|Bus|Wollongong and surrounds|21|<50|<50
2022-06-28|Bus|All - NSW|21|8200|8400
2022-06-28|Bus|Chatswood|22|100|100
2022-06-28|Bus|Macquarie Park|22|100|100
2022-06-28|Bus|Newcastle and surrounds|22|<50|<50
2022-06-28|Bus|North Sydney|22|<50|<50
2022-06-28|Bus|Other|22|3900|5500
2022-06-28|Bus|Parramatta|22|200|100
2022-06-28|Bus|Strathfield|22|100|100
2022-06-28|Bus|Sydney CBD|22|1700|900
2022-06-28|Bus|Wollongong and surrounds|22|<50|<50
2022-06-28|Bus|All - NSW|22|6100|6800
2022-06-28|Bus|Chatswood|23|100|100
2022-06-28|Bus|Macquarie Park|23|100|<50
2022-06-28|Bus|Newcastle and surrounds|23|<50|<50
2022-06-28|Bus|North Sydney|23|<50|<50
2022-06-28|Bus|Other|23|1600|2800
2022-06-28|Bus|Parramatta|23|100|100
2022-06-28|Bus|Strathfield|23|<50|<50
2022-06-28|Bus|Sydney CBD|23|800|400
2022-06-28|Bus|Wollongong and surrounds|23|<50|<50
2022-06-28|Bus|All - NSW|23|2700|3400
2022-06-28|Ferry|Other|0|<50|<50
2022-06-28|Ferry|Sydney CBD|0|<50|<50
2022-06-28|Ferry|All - NSW|0|<50|<50
2022-06-28|Ferry|Newcastle and surrounds|5|<50|<50
2022-06-28|Ferry|Other|5|<50|<50
2022-06-28|Ferry|Sydney CBD|5|<50|<50
2022-06-28|Ferry|All - NSW|5|<50|<50
2022-06-28|Ferry|Newcastle and surrounds|6|<50|<50
2022-06-28|Ferry|North Sydney|6|<50|<50
2022-06-28|Ferry|Other|6|300|100
2022-06-28|Ferry|Sydney CBD|6|100|200
2022-06-28|Ferry|All - NSW|6|400|300
2022-06-28|Ferry|Newcastle and surrounds|7|<50|100
2022-06-28|Ferry|North Sydney|7|100|100
2022-06-28|Ferry|Other|7|2000|100
2022-06-28|Ferry|Sydney CBD|7|100|1000
2022-06-28|Ferry|All - NSW|7|2200|1300
2022-06-28|Ferry|Newcastle and surrounds|8|<50|100
2022-06-28|Ferry|North Sydney|8|200|100
2022-06-28|Ferry|Other|8|1900|300
2022-06-28|Ferry|Parramatta|8|<50|<50
2022-06-28|Ferry|Sydney CBD|8|300|2500
2022-06-28|Ferry|All - NSW|8|2400|3000
2022-06-28|Ferry|Newcastle and surrounds|9|<50|<50
2022-06-28|Ferry|North Sydney|9|100|<50
2022-06-28|Ferry|Other|9|700|400
2022-06-28|Ferry|Parramatta|9|<50|<50
2022-06-28|Ferry|Sydney CBD|9|700|800
2022-06-28|Ferry|All - NSW|9|1500|1200
2022-06-28|Ferry|Newcastle and surrounds|10|<50|<50
2022-06-28|Ferry|North Sydney|10|100|<50
2022-06-28|Ferry|Other|10|700|900
2022-06-28|Ferry|Parramatta|10|<50|<50
2022-06-28|Ferry|Sydney CBD|10|1200|600
2022-06-28|Ferry|All - NSW|10|2000|1500
2022-06-28|Ferry|Newcastle and surrounds|11|<50|<50
2022-06-28|Ferry|North Sydney|11|100|100
2022-06-28|Ferry|Other|11|700|1200
2022-06-28|Ferry|Parramatta|11|<50|<50
2022-06-28|Ferry|Sydney CBD|11|1400|900
2022-06-28|Ferry|All - NSW|11|2200|2200
2022-06-28|Ferry|Newcastle and surrounds|12|<50|<50
2022-06-28|Ferry|North Sydney|12|100|100
2022-06-28|Ferry|Other|12|800|1200
2022-06-28|Ferry|Parramatta|12|<50|<50
2022-06-28|Ferry|Sydney CBD|12|1100|900
2022-06-28|Ferry|All - NSW|12|2000|2200
2022-06-28|Ferry|Newcastle and surrounds|13|<50|<50
2022-06-28|Ferry|North Sydney|13|100|<50
2022-06-28|Ferry|Other|13|1000|800
2022-06-28|Ferry|Parramatta|13|<50|<50
2022-06-28|Ferry|Sydney CBD|13|900|1300
2022-06-28|Ferry|All - NSW|13|2000|2100
2022-06-28|Ferry|Newcastle and surrounds|14|<50|<50
2022-06-28|Ferry|North Sydney|14|100|100
2022-06-28|Ferry|Other|14|1300|800
2022-06-28|Ferry|Parramatta|14|<50|<50
2022-06-28|Ferry|Sydney CBD|14|1000|1300
2022-06-28|Ferry|All - NSW|14|2400|2200
2022-06-28|Ferry|Newcastle and surrounds|15|<50|<50
2022-06-28|Ferry|North Sydney|15|100|100
2022-06-28|Ferry|Other|15|1300|900
2022-06-28|Ferry|Parramatta|15|<50|<50
2022-06-28|Ferry|Sydney CBD|15|1000|1500
2022-06-28|Ferry|All - NSW|15|2400|2500
2022-06-28|Ferry|Newcastle and surrounds|16|100|<50
2022-06-28|Ferry|North Sydney|16|100|100
2022-06-28|Ferry|Other|16|1100|1000
2022-06-28|Ferry|Parramatta|16|<50|<50
2022-06-28|Ferry|Sydney CBD|16|1300|1300
2022-06-28|Ferry|All - NSW|16|2600|2400
2022-06-28|Ferry|Newcastle and surrounds|17|100|<50
2022-06-28|Ferry|North Sydney|17|100|100
2022-06-28|Ferry|Other|17|400|1700
2022-06-28|Ferry|Sydney CBD|17|1900|700
2022-06-28|Ferry|All - NSW|17|2500|2500
2022-06-28|Ferry|Newcastle and surrounds|18|<50|<50
2022-06-28|Ferry|North Sydney|18|100|200
2022-06-28|Ferry|Other|18|200|1600
2022-06-28|Ferry|Sydney CBD|18|1100|400
2022-06-28|Ferry|All - NSW|18|1400|2200
2022-06-28|Ferry|Newcastle and surrounds|19|<50|<50
2022-06-28|Ferry|North Sydney|19|<50|100
2022-06-28|Ferry|Other|19|100|600
2022-06-28|Ferry|Sydney CBD|19|400|200
2022-06-28|Ferry|All - NSW|19|500|900
2022-06-28|Ferry|Newcastle and surrounds|20|<50|<50
2022-06-28|Ferry|North Sydney|20|<50|<50
2022-06-28|Ferry|Other|20|100|200
2022-06-28|Ferry|Sydney CBD|20|200|100
2022-06-28|Ferry|All - NSW|20|300|300
2022-06-28|Ferry|Newcastle and surrounds|21|<50|<50
2022-06-28|Ferry|North Sydney|21|<50|<50
2022-06-28|Ferry|Other|21|<50|200
2022-06-28|Ferry|Sydney CBD|21|200|100
2022-06-28|Ferry|All - NSW|21|200|300
2022-06-28|Ferry|Newcastle and surrounds|22|<50|<50
2022-06-28|Ferry|North Sydney|22|<50|<50
2022-06-28|Ferry|Other|22|<50|100
2022-06-28|Ferry|Sydney CBD|22|100|100
2022-06-28|Ferry|All - NSW|22|100|200
2022-06-28|Ferry|North Sydney|23|<50|<50
2022-06-28|Ferry|Other|23|<50|100
2022-06-28|Ferry|Sydney CBD|23|<50|100
2022-06-28|Ferry|All - NSW|23|<50|200
2022-06-28|Light rail|Other|0|<50|100
2022-06-28|Light rail|Sydney CBD|0|100|<50
2022-06-28|Light rail|All - NSW|0|100|100
2022-06-28|Light rail|Other|1|<50|<50
2022-06-28|Light rail|Sydney CBD|1|<50|<50
2022-06-28|Light rail|All - NSW|1|<50|<50
2022-06-28|Light rail|Other|3|<50|<50
2022-06-28|Light rail|Sydney CBD|3|<50|<50
2022-06-28|Light rail|All - NSW|3|<50|<50
2022-06-28|Light rail|Other|4|<50|<50
2022-06-28|Light rail|Sydney CBD|4|<50|<50
2022-06-28|Light rail|All - NSW|4|<50|<50
2022-06-28|Light rail|Newcastle and surrounds|5|<50|<50
2022-06-28|Light rail|Other|5|200|200
2022-06-28|Light rail|Sydney CBD|5|400|200
2022-06-28|Light rail|All - NSW|5|600|400
2022-06-28|Light rail|Newcastle and surrounds|6|<50|<50
2022-06-28|Light rail|Other|6|600|600
2022-06-28|Light rail|Sydney CBD|6|900|700
2022-06-28|Light rail|All - NSW|6|1500|1300
2022-06-28|Light rail|Newcastle and surrounds|7|100|100
2022-06-28|Light rail|Other|7|1700|1200
2022-06-28|Light rail|Sydney CBD|7|2000|1500
2022-06-28|Light rail|All - NSW|7|3800|2800
2022-06-28|Light rail|Newcastle and surrounds|8|200|200
2022-06-28|Light rail|Other|8|2600|2900
2022-06-28|Light rail|Sydney CBD|8|4400|4100
2022-06-28|Light rail|All - NSW|8|7200|7200
2022-06-28|Light rail|Newcastle and surrounds|9|100|100
2022-06-28|Light rail|Other|9|1100|2200
2022-06-28|Light rail|Sydney CBD|9|3100|2600
2022-06-28|Light rail|All - NSW|9|4300|4900
2022-06-28|Light rail|Newcastle and surrounds|10|100|100
2022-06-28|Light rail|Other|10|1100|1500
2022-06-28|Light rail|Sydney CBD|10|3000|2400
2022-06-28|Light rail|All - NSW|10|4200|4000
2022-06-28|Light rail|Newcastle and surrounds|11|100|100
2022-06-28|Light rail|Other|11|1100|1700
2022-06-28|Light rail|Sydney CBD|11|3100|2500
2022-06-28|Light rail|All - NSW|11|4300|4300
2022-06-28|Light rail|Newcastle and surrounds|12|100|100
2022-06-28|Light rail|Other|12|1200|1600
2022-06-28|Light rail|Sydney CBD|12|3500|3000
2022-06-28|Light rail|All - NSW|12|4800|4700
2022-06-28|Light rail|Newcastle and surrounds|13|100|100
2022-06-28|Light rail|Other|13|1400|1800
2022-06-28|Light rail|Sydney CBD|13|3600|3300
2022-06-28|Light rail|All - NSW|13|5100|5200
2022-06-28|Light rail|Newcastle and surrounds|14|100|100
2022-06-28|Light rail|Other|14|1600|1600
2022-06-28|Light rail|Sydney CBD|14|3600|3500
2022-06-28|Light rail|All - NSW|14|5300|5200
2022-06-28|Light rail|Newcastle and surrounds|15|100|100
2022-06-28|Light rail|Other|15|2100|2000
2022-06-28|Light rail|Sydney CBD|15|3900|3800
2022-06-28|Light rail|All - NSW|15|6100|5900
2022-06-28|Light rail|Newcastle and surrounds|16|100|100
2022-06-28|Light rail|Other|16|2700|2200
2022-06-28|Light rail|Sydney CBD|16|4400|4400
2022-06-28|Light rail|All - NSW|16|7200|6700
2022-06-28|Light rail|Newcastle and surrounds|17|100|100
2022-06-28|Light rail|Other|17|2900|3100
2022-06-28|Light rail|Sydney CBD|17|5700|5500
2022-06-28|Light rail|All - NSW|17|8700|8700
2022-06-28|Light rail|Newcastle and surrounds|18|100|100
2022-06-28|Light rail|Other|18|1800|2400
2022-06-28|Light rail|Sydney CBD|18|3500|3900
2022-06-28|Light rail|All - NSW|18|5400|6400
2022-06-28|Light rail|Newcastle and surrounds|19|<50|<50
2022-06-28|Light rail|Other|19|900|1200
2022-06-28|Light rail|Sydney CBD|19|2000|2100
2022-06-28|Light rail|All - NSW|19|2900|3300
2022-06-28|Light rail|Newcastle and surrounds|20|<50|<50
2022-06-28|Light rail|Other|20|600|800
2022-06-28|Light rail|Sydney CBD|20|1400|1400
2022-06-28|Light rail|All - NSW|20|2000|2200
2022-06-28|Light rail|Newcastle and surrounds|21|<50|<50
2022-06-28|Light rail|Other|21|600|800
2022-06-28|Light rail|Sydney CBD|21|1600|1400
2022-06-28|Light rail|All - NSW|21|2200|2200
2022-06-28|Light rail|Newcastle and surrounds|22|<50|<50
2022-06-28|Light rail|Other|22|300|700
2022-06-28|Light rail|Sydney CBD|22|1100|1000
2022-06-28|Light rail|All - NSW|22|1400|1700
2022-06-28|Light rail|Newcastle and surrounds|23|<50|<50
2022-06-28|Light rail|Other|23|100|200
2022-06-28|Light rail|Sydney CBD|23|400|400
2022-06-28|Light rail|All - NSW|23|500|600
2022-06-28|Train|Chatswood|0|<50|<50
2022-06-28|Train|Macquarie Park|0|<50|<50
2022-06-28|Train|Newcastle and surrounds|0|<50|<50
2022-06-28|Train|North Sydney|0|<50|<50
2022-06-28|Train|Other|0|400|1600
2022-06-28|Train|Parramatta|0|<50|100
2022-06-28|Train|Strathfield|0|100|200
2022-06-28|Train|Sydney CBD|0|400|200
2022-06-28|Train|Wollongong and surrounds|0|<50|<50
2022-06-28|Train|All - NSW|0|900|2100
2022-06-28|Train|Chatswood|1|<50|<50
2022-06-28|Train|Macquarie Park|1|<50|<50
2022-06-28|Train|Newcastle and surrounds|1|<50|<50
2022-06-28|Train|North Sydney|1|<50|<50
2022-06-28|Train|Other|1|<50|300
2022-06-28|Train|Parramatta|1|<50|<50
2022-06-28|Train|Strathfield|1|<50|<50
2022-06-28|Train|Sydney CBD|1|<50|<50
2022-06-28|Train|Wollongong and surrounds|1|<50|<50
2022-06-28|Train|All - NSW|1|<50|300
2022-06-28|Train|Newcastle and surrounds|2|<50|<50
2022-06-28|Train|Other|2|100|<50
2022-06-28|Train|Sydney CBD|2|<50|<50
2022-06-28|Train|Wollongong and surrounds|2|<50|<50
2022-06-28|Train|All - NSW|2|100|<50
2022-06-28|Train|Chatswood|3|<50|<50
2022-06-28|Train|Newcastle and surrounds|3|<50|<50
2022-06-28|Train|North Sydney|3|<50|<50
2022-06-28|Train|Other|3|700|100
2022-06-28|Train|Parramatta|3|<50|<50
2022-06-28|Train|Strathfield|3|<50|<50
2022-06-28|Train|Sydney CBD|3|<50|<50
2022-06-28|Train|Wollongong and surrounds|3|<50|<50
2022-06-28|Train|All - NSW|3|700|100
2022-06-28|Train|Chatswood|4|<50|<50
2022-06-28|Train|Macquarie Park|4|<50|<50
2022-06-28|Train|Newcastle and surrounds|4|<50|<50
2022-06-28|Train|North Sydney|4|<50|<50
2022-06-28|Train|Other|4|5500|800
2022-06-28|Train|Parramatta|4|100|<50
2022-06-28|Train|Strathfield|4|100|<50
2022-06-28|Train|Sydney CBD|4|400|300
2022-06-28|Train|Wollongong and surrounds|4|<50|<50
2022-06-28|Train|All - NSW|4|6100|1100
2022-06-28|Train|Chatswood|5|100|100
2022-06-28|Train|Macquarie Park|5|100|100
2022-06-28|Train|Newcastle and surrounds|5|<50|<50
2022-06-28|Train|North Sydney|5|100|300
2022-06-28|Train|Other|5|17800|4800
2022-06-28|Train|Parramatta|5|600|300
2022-06-28|Train|Strathfield|5|700|200
