trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-12-19|Bus|Chatswood|0|<100|<100
2024-12-19|Bus|Macquarie Park|0|<100|<100
2024-12-19|Bus|Newcastle and surrounds|0|<100|<100
2024-12-19|Bus|North Sydney|0|<100|<100
2024-12-19|Bus|Other|0|1200|1700
2024-12-19|Bus|Parramatta|0|100|100
2024-12-19|Bus|Strathfield|0|<100|<100
2024-12-19|Bus|Sydney CBD|0|900|800
2024-12-19|Bus|Wollongong and surrounds|0|<100|<100
2024-12-19|Bus|All - NSW|0|2200|2600
2024-12-19|Bus|Chatswood|1|<100|<100
2024-12-19|Bus|Macquarie Park|1|<100|<100
2024-12-19|Bus|North Sydney|1|<100|<100
2024-12-19|Bus|Other|1|500|700
2024-12-19|Bus|Parramatta|1|<100|100
2024-12-19|Bus|Strathfield|1|<100|<100
2024-12-19|Bus|Sydney CBD|1|600|500
2024-12-19|Bus|All - NSW|1|1100|1300
2024-12-19|Bus|Chatswood|2|<100|<100
2024-12-19|Bus|Macquarie Park|2|<100|<100
2024-12-19|Bus|North Sydney|2|<100|<100
2024-12-19|Bus|Other|2|400|500
2024-12-19|Bus|Parramatta|2|<100|<100
2024-12-19|Bus|Strathfield|2|<100|<100
2024-12-19|Bus|Sydney CBD|2|300|300
2024-12-19|Bus|All - NSW|2|700|800
2024-12-19|Bus|Chatswood|3|<100|<100
2024-12-19|Bus|Macquarie Park|3|<100|<100
2024-12-19|Bus|North Sydney|3|<100|<100
2024-12-19|Bus|Other|3|500|400
2024-12-19|Bus|Parramatta|3|<100|<100
2024-12-19|Bus|Strathfield|3|<100|<100
2024-12-19|Bus|Sydney CBD|3|300|200
2024-12-19|Bus|All - NSW|3|800|600
2024-12-19|Bus|Chatswood|4|<100|<100
2024-12-19|Bus|Macquarie Park|4|<100|<100
2024-12-19|Bus|North Sydney|4|<100|<100
2024-12-19|Bus|Other|4|1600|1000
2024-12-19|Bus|Parramatta|4|<100|<100
2024-12-19|Bus|Strathfield|4|<100|<100
2024-12-19|Bus|Sydney CBD|4|200|300
2024-12-19|Bus|All - NSW|4|1800|1300
2024-12-19|Bus|Chatswood|5|100|100
2024-12-19|Bus|Macquarie Park|5|<100|100
2024-12-19|Bus|Newcastle and surrounds|5|<100|<100
2024-12-19|Bus|North Sydney|5|<100|<100
2024-12-19|Bus|Other|5|10600|7600
2024-12-19|Bus|Parramatta|5|500|400
2024-12-19|Bus|Strathfield|5|100|100
2024-12-19|Bus|Sydney CBD|5|800|800
2024-12-19|Bus|Wollongong and surrounds|5|<100|<100
2024-12-19|Bus|All - NSW|5|12100|9100
2024-12-19|Bus|Chatswood|6|400|300
2024-12-19|Bus|Macquarie Park|6|200|300
2024-12-19|Bus|Newcastle and surrounds|6|<100|<100
2024-12-19|Bus|North Sydney|6|100|100
2024-12-19|Bus|Other|6|27400|22600
2024-12-19|Bus|Parramatta|6|1200|1000
2024-12-19|Bus|Strathfield|6|400|300
2024-12-19|Bus|Sydney CBD|6|2400|2400
2024-12-19|Bus|Wollongong and surrounds|6|100|100
2024-12-19|Bus|All - NSW|6|32200|27100
2024-12-19|Bus|Chatswood|7|500|500
