trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-05-31|Bus|Chatswood|0|<50|<50
2024-05-31|Bus|Macquarie Park|0|<50|<50
2024-05-31|Bus|Newcastle and surrounds|0|<50|<50
2024-05-31|Bus|North Sydney|0|<50|<50
2024-05-31|Bus|Other|0|1100|1400
2024-05-31|Bus|Parramatta|0|100|100
2024-05-31|Bus|Strathfield|0|<50|<50
2024-05-31|Bus|Sydney CBD|0|800|1400
2024-05-31|Bus|All - NSW|0|2000|2900
2024-05-31|Bus|Chatswood|1|<50|<50
2024-05-31|Bus|Macquarie Park|1|<50|<50
2024-05-31|Bus|North Sydney|1|<50|<50
2024-05-31|Bus|Other|1|400|500
2024-05-31|Bus|Parramatta|1|<50|<50
2024-05-31|Bus|Strathfield|1|<50|<50
2024-05-31|Bus|Sydney CBD|1|600|600
2024-05-31|Bus|All - NSW|1|1000|1100
2024-05-31|Bus|Chatswood|2|<50|<50
2024-05-31|Bus|Macquarie Park|2|<50|<50
2024-05-31|Bus|North Sydney|2|<50|<50
2024-05-31|Bus|Other|2|400|400
2024-05-31|Bus|Parramatta|2|<50|<50
2024-05-31|Bus|Strathfield|2|<50|<50
2024-05-31|Bus|Sydney CBD|2|400|500
2024-05-31|Bus|All - NSW|2|800|900
2024-05-31|Bus|Chatswood|3|<50|<50
2024-05-31|Bus|Macquarie Park|3|<50|<50
2024-05-31|Bus|North Sydney|3|<50|<50
2024-05-31|Bus|Other|3|400|400
2024-05-31|Bus|Parramatta|3|<50|<50
2024-05-31|Bus|Strathfield|3|<50|<50
2024-05-31|Bus|Sydney CBD|3|300|300
2024-05-31|Bus|All - NSW|3|700|700
2024-05-31|Bus|Chatswood|4|<50|<50
2024-05-31|Bus|Macquarie Park|4|<50|<50
2024-05-31|Bus|North Sydney|4|<50|<50
2024-05-31|Bus|Other|4|1700|1100
2024-05-31|Bus|Parramatta|4|<50|<50
2024-05-31|Bus|Strathfield|4|<50|<50
2024-05-31|Bus|Sydney CBD|4|200|300
2024-05-31|Bus|All - NSW|4|1900|1400
2024-05-31|Bus|Chatswood|5|100|100
2024-05-31|Bus|Macquarie Park|5|100|100
2024-05-31|Bus|Newcastle and surrounds|5|<50|<50
2024-05-31|Bus|North Sydney|5|100|100
2024-05-31|Bus|Other|5|10000|7700
2024-05-31|Bus|Parramatta|5|500|300
2024-05-31|Bus|Strathfield|5|100|100
2024-05-31|Bus|Sydney CBD|5|900|600
2024-05-31|Bus|Wollongong and surrounds|5|<50|<50
2024-05-31|Bus|All - NSW|5|11800|9000
2024-05-31|Bus|Chatswood|6|400|300
2024-05-31|Bus|Macquarie Park|6|200|200
2024-05-31|Bus|Newcastle and surrounds|6|<50|<50
2024-05-31|Bus|North Sydney|6|200|200
2024-05-31|Bus|Other|6|25500|21700
2024-05-31|Bus|Parramatta|6|1100|1000
2024-05-31|Bus|Strathfield|6|300|300
2024-05-31|Bus|Sydney CBD|6|2300|2100
2024-05-31|Bus|Wollongong and surrounds|6|100|100
2024-05-31|Bus|All - NSW|6|30100|25900
2024-05-31|Bus|Chatswood|7|700|400
2024-05-31|Bus|Macquarie Park|7|700|500
2024-05-31|Bus|Newcastle and surrounds|7|<50|<50
2024-05-31|Bus|North Sydney|7|500|400
2024-05-31|Bus|Other|7|54200|43900
2024-05-31|Bus|Parramatta|7|1700|1300
