trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-08-28|Bus|Chatswood|0|<100|<100
2024-08-28|Bus|Macquarie Park|0|<100|<100
2024-08-28|Bus|Newcastle and surrounds|0|<100|<100
2024-08-28|Bus|North Sydney|0|<100|<100
2024-08-28|Bus|Other|0|700|1000
2024-08-28|Bus|Parramatta|0|<100|<100
2024-08-28|Bus|Strathfield|0|<100|<100
2024-08-28|Bus|Sydney CBD|0|400|400
2024-08-28|Bus|All - NSW|0|1100|1400
2024-08-28|Bus|Chatswood|1|<100|<100
2024-08-28|Bus|Macquarie Park|1|<100|<100
2024-08-28|Bus|North Sydney|1|<100|<100
2024-08-28|Bus|Other|1|300|500
2024-08-28|Bus|Parramatta|1|<100|<100
2024-08-28|Bus|Strathfield|1|<100|<100
2024-08-28|Bus|Sydney CBD|1|300|300
2024-08-28|Bus|All - NSW|1|600|800
2024-08-28|Bus|Chatswood|2|<100|<100
2024-08-28|Bus|Macquarie Park|2|<100|<100
2024-08-28|Bus|North Sydney|2|<100|<100
2024-08-28|Bus|Other|2|300|400
2024-08-28|Bus|Parramatta|2|<100|<100
2024-08-28|Bus|Strathfield|2|<100|<100
2024-08-28|Bus|Sydney CBD|2|200|200
2024-08-28|Bus|All - NSW|2|500|600
2024-08-28|Bus|Chatswood|3|<100|<100
2024-08-28|Bus|Macquarie Park|3|<100|<100
2024-08-28|Bus|North Sydney|3|<100|<100
2024-08-28|Bus|Other|3|400|400
2024-08-28|Bus|Parramatta|3|<100|<100
2024-08-28|Bus|Strathfield|3|<100|<100
2024-08-28|Bus|Sydney CBD|3|200|200
2024-08-28|Bus|All - NSW|3|600|600
2024-08-28|Bus|Chatswood|4|<100|<100
2024-08-28|Bus|Macquarie Park|4|<100|<100
2024-08-28|Bus|North Sydney|4|<100|<100
2024-08-28|Bus|Other|4|1700|1000
2024-08-28|Bus|Parramatta|4|<100|<100
2024-08-28|Bus|Strathfield|4|<100|<100
2024-08-28|Bus|Sydney CBD|4|200|300
2024-08-28|Bus|All - NSW|4|1900|1300
2024-08-28|Bus|Chatswood|5|100|100
2024-08-28|Bus|Macquarie Park|5|100|100
2024-08-28|Bus|Newcastle and surrounds|5|<100|<100
2024-08-28|Bus|North Sydney|5|100|<100
2024-08-28|Bus|Other|5|11200|7900
2024-08-28|Bus|Parramatta|5|500|400
2024-08-28|Bus|Strathfield|5|100|100
2024-08-28|Bus|Sydney CBD|5|800|800
2024-08-28|Bus|Wollongong and surrounds|5|<100|<100
2024-08-28|Bus|All - NSW|5|12900|9400
2024-08-28|Bus|Chatswood|6|400|300
2024-08-28|Bus|Macquarie Park|6|300|400
2024-08-28|Bus|Newcastle and surrounds|6|<100|<100
2024-08-28|Bus|North Sydney|6|200|200
2024-08-28|Bus|Other|6|30600|24500
2024-08-28|Bus|Parramatta|6|1200|1000
2024-08-28|Bus|Strathfield|6|400|300
2024-08-28|Bus|Sydney CBD|6|2500|2700
2024-08-28|Bus|Wollongong and surrounds|6|100|100
2024-08-28|Bus|All - NSW|6|35700|29500
2024-08-28|Bus|Chatswood|7|800|700
2024-08-28|Bus|Macquarie Park|7|900|900
2024-08-28|Bus|Newcastle and surrounds|7|100|100
2024-08-28|Bus|North Sydney|7|400|600
2024-08-28|Bus|Other|7|84400|62500
2024-08-28|Bus|Parramatta|7|2200|2700
2024-08-28|Bus|Strathfield|7|700|600
2024-08-28|Bus|Sydney CBD|7|3200|6300
2024-08-28|Bus|Wollongong and surrounds|7|700|900
2024-08-28|Bus|All - NSW|7|93400|75300
2024-08-28|Bus|Chatswood|8|900|1200
2024-08-28|Bus|Macquarie Park|8|1100|1500
2024-08-28|Bus|Newcastle and surrounds|8|100|100
2024-08-28|Bus|North Sydney|8|700|1200
2024-08-28|Bus|Other|8|91400|91600
2024-08-28|Bus|Parramatta|8|2300|3600
2024-08-28|Bus|Strathfield|8|600|800
2024-08-28|Bus|Sydney CBD|8|4500|11500
2024-08-28|Bus|Wollongong and surrounds|8|1800|2400
2024-08-28|Bus|All - NSW|8|103400|113900
2024-08-28|Bus|Chatswood|9|400|600
2024-08-28|Bus|Macquarie Park|9|400|1000
2024-08-28|Bus|Newcastle and surrounds|9|100|100
2024-08-28|Bus|North Sydney|9|300|500
2024-08-28|Bus|Other|9|40100|44600
2024-08-28|Bus|Parramatta|9|1200|1900
2024-08-28|Bus|Strathfield|9|400|400
2024-08-28|Bus|Sydney CBD|9|3600|6600
2024-08-28|Bus|Wollongong and surrounds|9|700|900
2024-08-28|Bus|All - NSW|9|47200|56600
2024-08-28|Bus|Chatswood|10|300|400
2024-08-28|Bus|Macquarie Park|10|400|700
2024-08-28|Bus|Newcastle and surrounds|10|100|100
2024-08-28|Bus|North Sydney|10|200|300
