trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-04-26|Bus|Chatswood|0|<50|<50
2024-04-26|Bus|Macquarie Park|0|<50|<50
2024-04-26|Bus|North Sydney|0|<50|<50
2024-04-26|Bus|Other|0|800|1100
2024-04-26|Bus|Parramatta|0|<50|<50
2024-04-26|Bus|Strathfield|0|<50|<50
2024-04-26|Bus|Sydney CBD|0|500|800
2024-04-26|Bus|Wollongong and surrounds|0|<50|<50
2024-04-26|Bus|All - NSW|0|1300|1900
2024-04-26|Bus|Chatswood|1|<50|<50
2024-04-26|Bus|Macquarie Park|1|<50|<50
2024-04-26|Bus|North Sydney|1|<50|<50
2024-04-26|Bus|Other|1|500|500
2024-04-26|Bus|Parramatta|1|<50|<50
2024-04-26|Bus|Strathfield|1|<50|<50
2024-04-26|Bus|Sydney CBD|1|500|400
2024-04-26|Bus|All - NSW|1|1000|900
2024-04-26|Bus|Chatswood|2|<50|<50
2024-04-26|Bus|Macquarie Park|2|<50|<50
2024-04-26|Bus|North Sydney|2|<50|<50
2024-04-26|Bus|Other|2|400|400
2024-04-26|Bus|Parramatta|2|<50|<50
2024-04-26|Bus|Strathfield|2|<50|<50
2024-04-26|Bus|Sydney CBD|2|500|500
2024-04-26|Bus|All - NSW|2|900|900
2024-04-26|Bus|Chatswood|3|<50|<50
2024-04-26|Bus|Macquarie Park|3|<50|<50
2024-04-26|Bus|North Sydney|3|<50|<50
2024-04-26|Bus|Other|3|500|400
2024-04-26|Bus|Parramatta|3|<50|<50
2024-04-26|Bus|Strathfield|3|<50|<50
2024-04-26|Bus|Sydney CBD|3|400|400
2024-04-26|Bus|All - NSW|3|900|800
2024-04-26|Bus|Chatswood|4|<50|<50
2024-04-26|Bus|Macquarie Park|4|<50|<50
2024-04-26|Bus|North Sydney|4|<50|<50
2024-04-26|Bus|Other|4|1400|900
2024-04-26|Bus|Parramatta|4|<50|<50
2024-04-26|Bus|Strathfield|4|<50|<50
2024-04-26|Bus|Sydney CBD|4|200|300
2024-04-26|Bus|All - NSW|4|1600|1200
2024-04-26|Bus|Chatswood|5|100|100
2024-04-26|Bus|Macquarie Park|5|100|<50
2024-04-26|Bus|Newcastle and surrounds|5|<50|<50
2024-04-26|Bus|North Sydney|5|<50|<50
2024-04-26|Bus|Other|5|8200|6400
2024-04-26|Bus|Parramatta|5|500|300
2024-04-26|Bus|Strathfield|5|100|100
2024-04-26|Bus|Sydney CBD|5|800|500
2024-04-26|Bus|Wollongong and surrounds|5|<50|<50
2024-04-26|Bus|All - NSW|5|9800|7400
2024-04-26|Bus|Chatswood|6|300|300
2024-04-26|Bus|Macquarie Park|6|200|100
2024-04-26|Bus|Newcastle and surrounds|6|<50|<50
2024-04-26|Bus|North Sydney|6|100|100
2024-04-26|Bus|Other|6|21100|18500
2024-04-26|Bus|Parramatta|6|1000|900
2024-04-26|Bus|Strathfield|6|300|300
2024-04-26|Bus|Sydney CBD|6|2100|1900
2024-04-26|Bus|Wollongong and surrounds|6|100|100
2024-04-26|Bus|All - NSW|6|25200|22200
2024-04-26|Bus|Chatswood|7|400|300
2024-04-26|Bus|Macquarie Park|7|500|400
2024-04-26|Bus|Newcastle and surrounds|7|<50|<50
2024-04-26|Bus|North Sydney|7|200|200
2024-04-26|Bus|Other|7|36000|30600
2024-04-26|Bus|Parramatta|7|1300|1100
2024-04-26|Bus|Strathfield|7|400|400
2024-04-26|Bus|Sydney CBD|7|2800|2400
2024-04-26|Bus|Wollongong and surrounds|7|100|100
2024-04-26|Bus|All - NSW|7|41700|35500
2024-04-26|Bus|Chatswood|8|400|500
2024-04-26|Bus|Macquarie Park|8|600|600
2024-04-26|Bus|Newcastle and surrounds|8|100|100
2024-04-26|Bus|North Sydney|8|400|400
2024-04-26|Bus|Other|8|41400|43300
2024-04-26|Bus|Parramatta|8|1200|1300
2024-04-26|Bus|Strathfield|8|300|400
2024-04-26|Bus|Sydney CBD|8|3600|3500
2024-04-26|Bus|Wollongong and surrounds|8|200|200
2024-04-26|Bus|All - NSW|8|48200|50300
2024-04-26|Bus|Chatswood|9|400|400
2024-04-26|Bus|Macquarie Park|9|300|400
2024-04-26|Bus|Newcastle and surrounds|9|100|100
2024-04-26|Bus|North Sydney|9|300|300
2024-04-26|Bus|Other|9|35700|37500
2024-04-26|Bus|Parramatta|9|900|900
2024-04-26|Bus|Strathfield|9|400|400
2024-04-26|Bus|Sydney CBD|9|3100|3100
2024-04-26|Bus|Wollongong and surrounds|9|200|200
2024-04-26|Bus|All - NSW|9|41400|43300
2024-04-26|Bus|Chatswood|10|400|300
2024-04-26|Bus|Macquarie Park|10|400|400
2024-04-26|Bus|Newcastle and surrounds|10|100|100
2024-04-26|Bus|North Sydney|10|300|300
2024-04-26|Bus|Other|10|36000|35600
2024-04-26|Bus|Parramatta|10|800|800
2024-04-26|Bus|Strathfield|10|400|300
2024-04-26|Bus|Sydney CBD|10|2900|2800
2024-04-26|Bus|Wollongong and surrounds|10|300|300
2024-04-26|Bus|All - NSW|10|41600|40900
2024-04-26|Bus|Chatswood|11|500|400
2024-04-26|Bus|Macquarie Park|11|400|400
2024-04-26|Bus|Newcastle and surrounds|11|100|100
2024-04-26|Bus|North Sydney|11|300|300
2024-04-26|Bus|Other|11|35700|35900
2024-04-26|Bus|Parramatta|11|1000|900
2024-04-26|Bus|Strathfield|11|400|400
2024-04-26|Bus|Sydney CBD|11|3300|2900
2024-04-26|Bus|Wollongong and surrounds|11|300|300
2024-04-26|Bus|All - NSW|11|42000|41600
2024-04-26|Bus|Chatswood|12|400|400
2024-04-26|Bus|Macquarie Park|12|500|400
2024-04-26|Bus|Newcastle and surrounds|12|100|100
2024-04-26|Bus|North Sydney|12|300|300
2024-04-26|Bus|Other|12|35900|36300
2024-04-26|Bus|Parramatta|12|1000|900
2024-04-26|Bus|Strathfield|12|300|300
2024-04-26|Bus|Sydney CBD|12|3900|3600
2024-04-26|Bus|Wollongong and surrounds|12|300|300
2024-04-26|Bus|All - NSW|12|42700|42600
2024-04-26|Bus|Chatswood|13|500|500
2024-04-26|Bus|Macquarie Park|13|600|600
2024-04-26|Bus|Newcastle and surrounds|13|100|100
2024-04-26|Bus|North Sydney|13|300|300
2024-04-26|Bus|Other|13|36100|36300
2024-04-26|Bus|Parramatta|13|1200|1100
2024-04-26|Bus|Strathfield|13|300|300
2024-04-26|Bus|Sydney CBD|13|4400|4000
2024-04-26|Bus|Wollongong and surrounds|13|400|300
2024-04-26|Bus|All - NSW|13|43900|43500
2024-04-26|Bus|Chatswood|14|700|700
2024-04-26|Bus|Macquarie Park|14|600|600
2024-04-26|Bus|Newcastle and surrounds|14|100|100
2024-04-26|Bus|North Sydney|14|300|300
2024-04-26|Bus|Other|14|38500|38100
2024-04-26|Bus|Parramatta|14|1300|1300
2024-04-26|Bus|Strathfield|14|300|300
2024-04-26|Bus|Sydney CBD|14|5100|4700
2024-04-26|Bus|Wollongong and surrounds|14|400|300
2024-04-26|Bus|All - NSW|14|47300|46400
2024-04-26|Bus|Chatswood|15|700|600
2024-04-26|Bus|Macquarie Park|15|700|700
2024-04-26|Bus|Newcastle and surrounds|15|100|100
2024-04-26|Bus|North Sydney|15|500|400
2024-04-26|Bus|Other|15|42200|41200
2024-04-26|Bus|Parramatta|15|1600|1400
2024-04-26|Bus|Strathfield|15|500|500
2024-04-26|Bus|Sydney CBD|15|6400|5700
2024-04-26|Bus|Wollongong and surrounds|15|400|400
2024-04-26|Bus|All - NSW|15|53100|51000
2024-04-26|Bus|Chatswood|16|800|800
2024-04-26|Bus|Macquarie Park|16|900|900
2024-04-26|Bus|Newcastle and surrounds|16|100|100
2024-04-26|Bus|North Sydney|16|500|500
2024-04-26|Bus|Other|16|44600|44800
2024-04-26|Bus|Parramatta|16|1900|1800
2024-04-26|Bus|Strathfield|16|500|500
2024-04-26|Bus|Sydney CBD|16|7900|7000
2024-04-26|Bus|Wollongong and surrounds|16|300|300
2024-04-26|Bus|All - NSW|16|57500|56700
2024-04-26|Bus|Chatswood|17|800|700
2024-04-26|Bus|Macquarie Park|17|900|800
2024-04-26|Bus|Newcastle and surrounds|17|100|100
2024-04-26|Bus|North Sydney|17|700|700
2024-04-26|Bus|Other|17|43700|44900
