trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2020-04-22|Bus|Chatswood|0|<50|<50
2020-04-22|Bus|Macquarie Park|0|<50|<50
2020-04-22|Bus|Other|0|300|300
2020-04-22|Bus|Parramatta|0|<50|<50
2020-04-22|Bus|Strathfield|0|<50|<50
2020-04-22|Bus|Sydney CBD|0|100|100
2020-04-22|Bus|All - NSW|0|400|400
2020-04-22|Bus|Chatswood|1|<50|<50
2020-04-22|Bus|Macquarie Park|1|<50|<50
2020-04-22|Bus|North Sydney|1|<50|<50
2020-04-22|Bus|Other|1|200|200
2020-04-22|Bus|Parramatta|1|<50|<50
2020-04-22|Bus|Strathfield|1|<50|<50
2020-04-22|Bus|Sydney CBD|1|100|100
2020-04-22|Bus|All - NSW|1|300|300
2020-04-22|Bus|Chatswood|2|<50|<50
2020-04-22|Bus|Macquarie Park|2|<50|<50
2020-04-22|Bus|Other|2|200|200
2020-04-22|Bus|Parramatta|2|<50|<50
2020-04-22|Bus|Strathfield|2|<50|<50
2020-04-22|Bus|Sydney CBD|2|100|100
2020-04-22|Bus|All - NSW|2|300|300
2020-04-22|Bus|Chatswood|3|<50|<50
2020-04-22|Bus|Macquarie Park|3|<50|<50
2020-04-22|Bus|North Sydney|3|<50|<50
2020-04-22|Bus|Other|3|200|200
2020-04-22|Bus|Parramatta|3|<50|<50
2020-04-22|Bus|Strathfield|3|<50|<50
2020-04-22|Bus|Sydney CBD|3|100|100
2020-04-22|Bus|All - NSW|3|300|300
2020-04-22|Bus|Chatswood|4|<50|<50
2020-04-22|Bus|Macquarie Park|4|<50|<50
2020-04-22|Bus|North Sydney|4|<50|<50
2020-04-22|Bus|Other|4|900|600
2020-04-22|Bus|Parramatta|4|<50|<50
2020-04-22|Bus|Strathfield|4|<50|<50
2020-04-22|Bus|Sydney CBD|4|100|100
2020-04-22|Bus|All - NSW|4|1000|700
2020-04-22|Bus|Chatswood|5|100|<50
2020-04-22|Bus|Macquarie Park|5|<50|100
2020-04-22|Bus|Newcastle and surrounds|5|<50|<50
2020-04-22|Bus|North Sydney|5|<50|<50
2020-04-22|Bus|Other|5|6100|4100
2020-04-22|Bus|Parramatta|5|300|300
2020-04-22|Bus|Strathfield|5|100|100
2020-04-22|Bus|Sydney CBD|5|600|700
2020-04-22|Bus|Wollongong and surrounds|5|<50|<50
2020-04-22|Bus|All - NSW|5|7200|5300
2020-04-22|Bus|Chatswood|6|200|100
2020-04-22|Bus|Macquarie Park|6|100|200
2020-04-22|Bus|Newcastle and surrounds|6|<50|<50
2020-04-22|Bus|North Sydney|6|100|100
2020-04-22|Bus|Other|6|12700|12300
2020-04-22|Bus|Parramatta|6|600|400
2020-04-22|Bus|Strathfield|6|200|100
2020-04-22|Bus|Sydney CBD|6|1700|1500
2020-04-22|Bus|Wollongong and surrounds|6|<50|<50
2020-04-22|Bus|All - NSW|6|15600|14700
