trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2020-11-16|Bus|Chatswood|0|<50|<50
2020-11-16|Bus|Macquarie Park|0|<50|<50
2020-11-16|Bus|North Sydney|0|<50|<50
2020-11-16|Bus|Other|0|500|700
2020-11-16|Bus|Parramatta|0|<50|<50
2020-11-16|Bus|Strathfield|0|<50|<50
2020-11-16|Bus|Sydney CBD|0|200|100
2020-11-16|Bus|All - NSW|0|700|800
2020-11-16|Bus|Chatswood|1|<50|<50
2020-11-16|Bus|Macquarie Park|1|<50|<50
2020-11-16|Bus|North Sydney|1|<50|<50
2020-11-16|Bus|Other|1|200|400
2020-11-16|Bus|Parramatta|1|<50|<50
2020-11-16|Bus|Strathfield|1|<50|<50
2020-11-16|Bus|Sydney CBD|1|200|100
2020-11-16|Bus|All - NSW|1|400|500
2020-11-16|Bus|Chatswood|2|<50|<50
2020-11-16|Bus|Macquarie Park|2|<50|<50
2020-11-16|Bus|North Sydney|2|<50|<50
2020-11-16|Bus|Other|2|200|300
2020-11-16|Bus|Parramatta|2|<50|<50
2020-11-16|Bus|Strathfield|2|<50|<50
2020-11-16|Bus|Sydney CBD|2|100|100
2020-11-16|Bus|All - NSW|2|300|400
2020-11-16|Bus|Chatswood|3|<50|<50
2020-11-16|Bus|Macquarie Park|3|<50|<50
2020-11-16|Bus|North Sydney|3|<50|<50
2020-11-16|Bus|Other|3|300|300
2020-11-16|Bus|Parramatta|3|<50|<50
2020-11-16|Bus|Strathfield|3|<50|<50
2020-11-16|Bus|Sydney CBD|3|200|100
2020-11-16|Bus|All - NSW|3|500|400
2020-11-16|Bus|Chatswood|4|<50|<50
2020-11-16|Bus|Macquarie Park|4|<50|<50
2020-11-16|Bus|North Sydney|4|<50|<50
2020-11-16|Bus|Other|4|1200|800
2020-11-16|Bus|Parramatta|4|<50|100
2020-11-16|Bus|Strathfield|4|<50|<50
2020-11-16|Bus|Sydney CBD|4|200|100
2020-11-16|Bus|All - NSW|4|1400|1000
2020-11-16|Bus|Chatswood|5|100|<50
2020-11-16|Bus|Macquarie Park|5|<50|100
2020-11-16|Bus|Newcastle and surrounds|5|<50|<50
2020-11-16|Bus|North Sydney|5|100|<50
2020-11-16|Bus|Other|5|7900|5000
2020-11-16|Bus|Parramatta|5|300|300
2020-11-16|Bus|Strathfield|5|100|100
2020-11-16|Bus|Sydney CBD|5|800|1000
2020-11-16|Bus|Wollongong and surrounds|5|<50|<50
2020-11-16|Bus|All - NSW|5|9300|6500
2020-11-16|Bus|Chatswood|6|300|200
2020-11-16|Bus|Macquarie Park|6|200|300
2020-11-16|Bus|Newcastle and surrounds|6|<50|<50
2020-11-16|Bus|North Sydney|6|100|100
2020-11-16|Bus|Other|6|20800|16600
2020-11-16|Bus|Parramatta|6|800|700
2020-11-16|Bus|Strathfield|6|300|200
2020-11-16|Bus|Sydney CBD|6|2100|2900
2020-11-16|Bus|Wollongong and surrounds|6|100|100
2020-11-16|Bus|All - NSW|6|24700|21100
2020-11-16|Bus|Chatswood|7|500|500
2020-11-16|Bus|Macquarie Park|7|600|500
2020-11-16|Bus|Newcastle and surrounds|7|100|<50
2020-11-16|Bus|North Sydney|7|400|600
2020-11-16|Bus|Other|7|49100|33700
2020-11-16|Bus|Parramatta|7|1500|1600
2020-11-16|Bus|Strathfield|7|500|400
2020-11-16|Bus|Sydney CBD|7|2900|6600
2020-11-16|Bus|Wollongong and surrounds|7|300|500
2020-11-16|Bus|All - NSW|7|55900|44400
2020-11-16|Bus|Chatswood|8|600|700
2020-11-16|Bus|Macquarie Park|8|600|800
2020-11-16|Bus|Newcastle and surrounds|8|100|100
2020-11-16|Bus|North Sydney|8|700|1200
2020-11-16|Bus|Other|8|51900|50900
2020-11-16|Bus|Parramatta|8|1400|2000
2020-11-16|Bus|Strathfield|8|400|400
2020-11-16|Bus|Sydney CBD|8|3400|11100
2020-11-16|Bus|Wollongong and surrounds|8|500|900
2020-11-16|Bus|All - NSW|8|59600|68100
2020-11-16|Bus|Chatswood|9|300|400
2020-11-16|Bus|Macquarie Park|9|300|500
2020-11-16|Bus|Newcastle and surrounds|9|<50|100
2020-11-16|Bus|North Sydney|9|300|400
2020-11-16|Bus|Other|9|26300|27200
2020-11-16|Bus|Parramatta|9|700|1100
2020-11-16|Bus|Strathfield|9|300|200
2020-11-16|Bus|Sydney CBD|9|2500|5000
2020-11-16|Bus|Wollongong and surrounds|9|200|300
2020-11-16|Bus|All - NSW|9|30900|35200
2020-11-16|Bus|Chatswood|10|300|300
2020-11-16|Bus|Macquarie Park|10|200|300
2020-11-16|Bus|Newcastle and surrounds|10|100|100
2020-11-16|Bus|North Sydney|10|100|200
2020-11-16|Bus|Other|10|22500|21700
2020-11-16|Bus|Parramatta|10|600|700
2020-11-16|Bus|Strathfield|10|200|200
2020-11-16|Bus|Sydney CBD|10|1700|2500
2020-11-16|Bus|Wollongong and surrounds|10|200|200
2020-11-16|Bus|All - NSW|10|25900|26200
2020-11-16|Bus|Chatswood|11|300|300
2020-11-16|Bus|Macquarie Park|11|200|300
2020-11-16|Bus|Newcastle and surrounds|11|<50|100
2020-11-16|Bus|North Sydney|11|200|100
2020-11-16|Bus|Other|11|21400|21200
2020-11-16|Bus|Parramatta|11|700|700
2020-11-16|Bus|Strathfield|11|200|200
2020-11-16|Bus|Sydney CBD|11|1900|2200
2020-11-16|Bus|Wollongong and surrounds|11|200|200
2020-11-16|Bus|All - NSW|11|25100|25300
2020-11-16|Bus|Chatswood|12|300|300
2020-11-16|Bus|Macquarie Park|12|300|300
2020-11-16|Bus|Newcastle and surrounds|12|100|<50
2020-11-16|Bus|North Sydney|12|200|200
