trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2020-10-28|Bus|Chatswood|0|<50|<50
2020-10-28|Bus|Macquarie Park|0|<50|<50
2020-10-28|Bus|North Sydney|0|<50|<50
2020-10-28|Bus|Other|0|200|300
2020-10-28|Bus|Parramatta|0|<50|<50
2020-10-28|Bus|Strathfield|0|<50|<50
2020-10-28|Bus|Sydney CBD|0|100|<50
2020-10-28|Bus|All - NSW|0|300|300
2020-10-28|Bus|Chatswood|1|<50|<50
2020-10-28|Bus|Macquarie Park|1|<50|<50
2020-10-28|Bus|North Sydney|1|<50|<50
2020-10-28|Bus|Other|1|100|100
2020-10-28|Bus|Parramatta|1|<50|<50
2020-10-28|Bus|Strathfield|1|<50|<50
2020-10-28|Bus|Sydney CBD|1|100|<50
2020-10-28|Bus|All - NSW|1|200|100
2020-10-28|Bus|Macquarie Park|2|<50|<50
2020-10-28|Bus|North Sydney|2|<50|<50
2020-10-28|Bus|Other|2|100|100
2020-10-28|Bus|Parramatta|2|<50|<50
2020-10-28|Bus|Strathfield|2|<50|<50
2020-10-28|Bus|Sydney CBD|2|<50|<50
2020-10-28|Bus|All - NSW|2|100|100
2020-10-28|Bus|Chatswood|3|<50|<50
2020-10-28|Bus|Macquarie Park|3|<50|<50
2020-10-28|Bus|Other|3|200|100
2020-10-28|Bus|Parramatta|3|<50|<50
2020-10-28|Bus|Strathfield|3|<50|<50
2020-10-28|Bus|Sydney CBD|3|100|<50
2020-10-28|Bus|All - NSW|3|300|100
2020-10-28|Bus|Chatswood|4|<50|<50
2020-10-28|Bus|Macquarie Park|4|<50|<50
2020-10-28|Bus|North Sydney|4|<50|<50
2020-10-28|Bus|Other|4|1100|700
2020-10-28|Bus|Parramatta|4|<50|<50
2020-10-28|Bus|Strathfield|4|<50|<50
2020-10-28|Bus|Sydney CBD|4|200|200
2020-10-28|Bus|All - NSW|4|1300|900
2020-10-28|Bus|Chatswood|5|100|<50
2020-10-28|Bus|Macquarie Park|5|100|100
2020-10-28|Bus|Newcastle and surrounds|5|<50|<50
2020-10-28|Bus|North Sydney|5|100|<50
2020-10-28|Bus|Other|5|7700|5000
2020-10-28|Bus|Parramatta|5|300|300
2020-10-28|Bus|Strathfield|5|100|100
2020-10-28|Bus|Sydney CBD|5|700|1000
2020-10-28|Bus|Wollongong and surrounds|5|<50|<50
2020-10-28|Bus|All - NSW|5|9100|6500
2020-10-28|Bus|Chatswood|6|300|200
2020-10-28|Bus|Macquarie Park|6|200|200
2020-10-28|Bus|Newcastle and surrounds|6|<50|<50
2020-10-28|Bus|North Sydney|6|200|200
2020-10-28|Bus|Other|6|20400|16500
2020-10-28|Bus|Parramatta|6|800|700
2020-10-28|Bus|Strathfield|6|300|200
2020-10-28|Bus|Sydney CBD|6|2100|2700
2020-10-28|Bus|Wollongong and surrounds|6|<50|100
2020-10-28|Bus|All - NSW|6|24300|20800
2020-10-28|Bus|Chatswood|7|500|500
2020-10-28|Bus|Macquarie Park|7|600|500
2020-10-28|Bus|Newcastle and surrounds|7|100|100
2020-10-28|Bus|North Sydney|7|400|600
2020-10-28|Bus|Other|7|49400|33400
2020-10-28|Bus|Parramatta|7|1400|1500
2020-10-28|Bus|Strathfield|7|400|400
2020-10-28|Bus|Sydney CBD|7|2700|6500
2020-10-28|Bus|Wollongong and surrounds|7|300|500
2020-10-28|Bus|All - NSW|7|55800|44000
2020-10-28|Bus|Chatswood|8|600|700
2020-10-28|Bus|Macquarie Park|8|600|700
2020-10-28|Bus|Newcastle and surrounds|8|100|100
2020-10-28|Bus|North Sydney|8|800|1100
2020-10-28|Bus|Other|8|51500|50000
2020-10-28|Bus|Parramatta|8|1400|2000
2020-10-28|Bus|Strathfield|8|400|300
2020-10-28|Bus|Sydney CBD|8|3600|11400
2020-10-28|Bus|Wollongong and surrounds|8|500|900
2020-10-28|Bus|All - NSW|8|59500|67200
2020-10-28|Bus|Chatswood|9|300|400
2020-10-28|Bus|Macquarie Park|9|300|600
2020-10-28|Bus|Newcastle and surrounds|9|<50|100
2020-10-28|Bus|North Sydney|9|300|400
2020-10-28|Bus|Other|9|25800|26600
2020-10-28|Bus|Parramatta|9|700|1100
2020-10-28|Bus|Strathfield|9|300|200
2020-10-28|Bus|Sydney CBD|9|2500|5700
2020-10-28|Bus|Wollongong and surrounds|9|200|200
2020-10-28|Bus|All - NSW|9|30400|35300
2020-10-28|Bus|Chatswood|10|200|300
2020-10-28|Bus|Macquarie Park|10|200|400
2020-10-28|Bus|Newcastle and surrounds|10|100|100
2020-10-28|Bus|North Sydney|10|200|200
2020-10-28|Bus|Other|10|21500|20900
2020-10-28|Bus|Parramatta|10|600|800
2020-10-28|Bus|Strathfield|10|200|100
2020-10-28|Bus|Sydney CBD|10|2000|2600
2020-10-28|Bus|Wollongong and surrounds|10|200|200
2020-10-28|Bus|All - NSW|10|25200|25600
2020-10-28|Bus|Chatswood|11|300|300
