trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-03-29|Bus|Chatswood|0|100|<100
2025-03-29|Bus|Macquarie Park|0|100|100
2025-03-29|Bus|Newcastle and surrounds|0|<100|<100
2025-03-29|Bus|North Sydney|0|<100|<100
2025-03-29|Bus|Other|0|2000|2900
2025-03-29|Bus|Parramatta|0|100|100
2025-03-29|Bus|Strathfield|0|<100|<100
2025-03-29|Bus|Sydney CBD|0|1100|1000
2025-03-29|Bus|All - NSW|0|3400|4100
2025-03-29|Bus|Chatswood|1|<100|<100
2025-03-29|Bus|Macquarie Park|1|<100|<100
2025-03-29|Bus|Newcastle and surrounds|1|<100|<100
2025-03-29|Bus|North Sydney|1|<100|<100
2025-03-29|Bus|Other|1|800|1100
2025-03-29|Bus|Parramatta|1|<100|<100
2025-03-29|Bus|Strathfield|1|<100|<100
2025-03-29|Bus|Sydney CBD|1|900|700
2025-03-29|Bus|All - NSW|1|1700|1800
2025-03-29|Bus|Chatswood|2|<100|<100
2025-03-29|Bus|Macquarie Park|2|<100|<100
2025-03-29|Bus|Newcastle and surrounds|2|<100|<100
2025-03-29|Bus|North Sydney|2|<100|<100
2025-03-29|Bus|Other|2|600|900
2025-03-29|Bus|Parramatta|2|<100|<100
2025-03-29|Bus|Strathfield|2|<100|<100
2025-03-29|Bus|Sydney CBD|2|1100|700
2025-03-29|Bus|All - NSW|2|1700|1600
2025-03-29|Bus|Chatswood|3|<100|<100
2025-03-29|Bus|Macquarie Park|3|<100|<100
2025-03-29|Bus|Newcastle and surrounds|3|<100|<100
2025-03-29|Bus|North Sydney|3|<100|<100
2025-03-29|Bus|Other|3|500|700
2025-03-29|Bus|Parramatta|3|<100|<100
2025-03-29|Bus|Strathfield|3|<100|<100
2025-03-29|Bus|Sydney CBD|3|600|500
2025-03-29|Bus|All - NSW|3|1100|1200
2025-03-29|Bus|Chatswood|4|<100|<100
2025-03-29|Bus|Macquarie Park|4|<100|<100
2025-03-29|Bus|North Sydney|4|<100|<100
2025-03-29|Bus|Other|4|700|600
2025-03-29|Bus|Parramatta|4|<100|<100
2025-03-29|Bus|Strathfield|4|<100|<100
2025-03-29|Bus|Sydney CBD|4|400|400
2025-03-29|Bus|All - NSW|4|1100|1000
2025-03-29|Bus|Chatswood|5|100|<100
2025-03-29|Bus|Macquarie Park|5|<100|<100
2025-03-29|Bus|Newcastle and surrounds|5|<100|<100
2025-03-29|Bus|North Sydney|5|<100|<100
2025-03-29|Bus|Other|5|2300|1900
2025-03-29|Bus|Parramatta|5|100|<100
2025-03-29|Bus|Strathfield|5|<100|<100
2025-03-29|Bus|Sydney CBD|5|400|400
2025-03-29|Bus|All - NSW|5|2900|2300
2025-03-29|Bus|Chatswood|6|200|100
2025-03-29|Bus|Macquarie Park|6|<100|100
2025-03-29|Bus|Newcastle and surrounds|6|<100|<100
2025-03-29|Bus|North Sydney|6|100|<100
2025-03-29|Bus|Other|6|6300|5800
2025-03-29|Bus|Parramatta|6|300|200
2025-03-29|Bus|Strathfield|6|100|100
2025-03-29|Bus|Sydney CBD|6|1000|700
2025-03-29|Bus|Wollongong and surrounds|6|<100|<100
2025-03-29|Bus|All - NSW|6|8000|7000
2025-03-29|Bus|Chatswood|7|200|200
2025-03-29|Bus|Macquarie Park|7|100|100
2025-03-29|Bus|Newcastle and surrounds|7|<100|<100
2025-03-29|Bus|North Sydney|7|100|100
2025-03-29|Bus|Other|7|11000|9700
2025-03-29|Bus|Parramatta|7|400|400
2025-03-29|Bus|Strathfield|7|200|200
2025-03-29|Bus|Sydney CBD|7|1000|900
2025-03-29|Bus|Wollongong and surrounds|7|100|100
2025-03-29|Bus|All - NSW|7|13100|11700
2025-03-29|Bus|Chatswood|8|300|300
2025-03-29|Bus|Macquarie Park|8|200|300
2025-03-29|Bus|Newcastle and surrounds|8|<100|<100
2025-03-29|Bus|North Sydney|8|100|100
2025-03-29|Bus|Other|8|17300|15600
2025-03-29|Bus|Parramatta|8|600|700
2025-03-29|Bus|Strathfield|8|200|200
2025-03-29|Bus|Sydney CBD|8|1500|1600
2025-03-29|Bus|Wollongong and surrounds|8|100|100
2025-03-29|Bus|All - NSW|8|20300|18900
2025-03-29|Bus|Chatswood|9|200|300
2025-03-29|Bus|Macquarie Park|9|200|300
2025-03-29|Bus|Newcastle and surrounds|9|<100|<100
2025-03-29|Bus|North Sydney|9|100|100
2025-03-29|Bus|Other|9|20700|19300
2025-03-29|Bus|Parramatta|9|600|700
2025-03-29|Bus|Strathfield|9|300|200
2025-03-29|Bus|Sydney CBD|9|2000|2200
2025-03-29|Bus|Wollongong and surrounds|9|200|300
2025-03-29|Bus|All - NSW|9|24300|23400
2025-03-29|Bus|Chatswood|10|200|300
2025-03-29|Bus|Macquarie Park|10|300|300
2025-03-29|Bus|Newcastle and surrounds|10|<100|<100
2025-03-29|Bus|North Sydney|10|200|100
2025-03-29|Bus|Other|10|23200|21500
2025-03-29|Bus|Parramatta|10|500|700
