trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-10-20|Bus|Chatswood|0|<100|<100
2024-10-20|Bus|Macquarie Park|0|<100|<100
2024-10-20|Bus|Newcastle and surrounds|0|<100|<100
2024-10-20|Bus|North Sydney|0|<100|<100
2024-10-20|Bus|Other|0|2200|3000
2024-10-20|Bus|Parramatta|0|100|100
2024-10-20|Bus|Strathfield|0|<100|<100
2024-10-20|Bus|Sydney CBD|0|1500|1000
2024-10-20|Bus|All - NSW|0|3800|4100
2024-10-20|Bus|Chatswood|1|<100|<100
2024-10-20|Bus|Macquarie Park|1|<100|<100
2024-10-20|Bus|Newcastle and surrounds|1|<100|<100
2024-10-20|Bus|North Sydney|1|<100|<100
2024-10-20|Bus|Other|1|900|1300
2024-10-20|Bus|Parramatta|1|<100|<100
2024-10-20|Bus|Strathfield|1|<100|<100
2024-10-20|Bus|Sydney CBD|1|1200|900
2024-10-20|Bus|All - NSW|1|2100|2200
2024-10-20|Bus|Chatswood|2|<100|<100
2024-10-20|Bus|Macquarie Park|2|<100|<100
2024-10-20|Bus|Newcastle and surrounds|2|<100|<100
2024-10-20|Bus|North Sydney|2|<100|<100
2024-10-20|Bus|Other|2|700|1000
2024-10-20|Bus|Parramatta|2|<100|<100
2024-10-20|Bus|Strathfield|2|<100|<100
2024-10-20|Bus|Sydney CBD|2|1300|800
2024-10-20|Bus|All - NSW|2|2000|1800
2024-10-20|Bus|Chatswood|3|<100|<100
2024-10-20|Bus|Macquarie Park|3|<100|<100
2024-10-20|Bus|Newcastle and surrounds|3|<100|<100
2024-10-20|Bus|North Sydney|3|<100|<100
2024-10-20|Bus|Other|3|600|900
2024-10-20|Bus|Parramatta|3|<100|<100
2024-10-20|Bus|Strathfield|3|<100|<100
2024-10-20|Bus|Sydney CBD|3|800|700
2024-10-20|Bus|All - NSW|3|1400|1600
2024-10-20|Bus|Chatswood|4|<100|<100
2024-10-20|Bus|Macquarie Park|4|<100|<100
2024-10-20|Bus|North Sydney|4|<100|<100
2024-10-20|Bus|Other|4|600|700
2024-10-20|Bus|Parramatta|4|<100|<100
2024-10-20|Bus|Strathfield|4|<100|<100
2024-10-20|Bus|Sydney CBD|4|400|400
2024-10-20|Bus|All - NSW|4|1000|1100
2024-10-20|Bus|Chatswood|5|100|<100
2024-10-20|Bus|Macquarie Park|5|<100|<100
2024-10-20|Bus|Newcastle and surrounds|5|<100|<100
2024-10-20|Bus|North Sydney|5|<100|<100
2024-10-20|Bus|Other|5|1400|1400
2024-10-20|Bus|Parramatta|5|<100|<100
2024-10-20|Bus|Strathfield|5|<100|<100
2024-10-20|Bus|Sydney CBD|5|400|300
2024-10-20|Bus|All - NSW|5|1900|1700
2024-10-20|Bus|Chatswood|6|200|100
2024-10-20|Bus|Macquarie Park|6|<100|<100
2024-10-20|Bus|Newcastle and surrounds|6|<100|<100
2024-10-20|Bus|North Sydney|6|<100|100
2024-10-20|Bus|Other|6|3600|3300
2024-10-20|Bus|Parramatta|6|100|100
2024-10-20|Bus|Strathfield|6|<100|<100
2024-10-20|Bus|Sydney CBD|6|800|600
2024-10-20|Bus|All - NSW|6|4700|4200
2024-10-20|Bus|Chatswood|7|100|100
2024-10-20|Bus|Macquarie Park|7|100|100
2024-10-20|Bus|Newcastle and surrounds|7|<100|<100
2024-10-20|Bus|North Sydney|7|100|100
2024-10-20|Bus|Other|7|7400|6300
2024-10-20|Bus|Parramatta|7|300|400
2024-10-20|Bus|Strathfield|7|100|100
2024-10-20|Bus|Sydney CBD|7|800|800
2024-10-20|Bus|Wollongong and surrounds|7|<100|<100
2024-10-20|Bus|All - NSW|7|8900|7900
2024-10-20|Bus|Chatswood|8|200|200
2024-10-20|Bus|Macquarie Park|8|200|200
2024-10-20|Bus|Newcastle and surrounds|8|<100|<100
2024-10-20|Bus|North Sydney|8|100|100
2024-10-20|Bus|Other|8|14300|12000
2024-10-20|Bus|Parramatta|8|600|600
2024-10-20|Bus|Strathfield|8|200|200
2024-10-20|Bus|Sydney CBD|8|1300|1400
2024-10-20|Bus|Wollongong and surrounds|8|100|100
2024-10-20|Bus|All - NSW|8|17000|14800
2024-10-20|Bus|Chatswood|9|300|300
2024-10-20|Bus|Macquarie Park|9|400|400
2024-10-20|Bus|Newcastle and surrounds|9|<100|<100
2024-10-20|Bus|North Sydney|9|200|200
2024-10-20|Bus|Other|9|21400|19500
2024-10-20|Bus|Parramatta|9|600|700
2024-10-20|Bus|Strathfield|9|200|200
2024-10-20|Bus|Sydney CBD|9|2300|2600
2024-10-20|Bus|Wollongong and surrounds|9|200|200
2024-10-20|Bus|All - NSW|9|25600|24100
2024-10-20|Bus|Chatswood|10|300|400
2024-10-20|Bus|Macquarie Park|10|300|400
2024-10-20|Bus|Newcastle and surrounds|10|<100|<100
2024-10-20|Bus|North Sydney|10|300|300
2024-10-20|Bus|Other|10|25300|22900
2024-10-20|Bus|Parramatta|10|600|900
2024-10-20|Bus|Strathfield|10|300|200
2024-10-20|Bus|Sydney CBD|10|2500|3300
2024-10-20|Bus|Wollongong and surrounds|10|400|400
2024-10-20|Bus|All - NSW|10|30000|28800
2024-10-20|Bus|Chatswood|11|400|400
2024-10-20|Bus|Macquarie Park|11|400|400
2024-10-20|Bus|Newcastle and surrounds|11|<100|100
2024-10-20|Bus|North Sydney|11|200|200
2024-10-20|Bus|Other|11|27600|25800
2024-10-20|Bus|Parramatta|11|700|800
2024-10-20|Bus|Strathfield|11|300|200
2024-10-20|Bus|Sydney CBD|11|2800|3900
2024-10-20|Bus|Wollongong and surrounds|11|400|400
2024-10-20|Bus|All - NSW|11|32800|32200
2024-10-20|Bus|Chatswood|12|400|500
2024-10-20|Bus|Macquarie Park|12|500|500
2024-10-20|Bus|Newcastle and surrounds|12|<100|<100
2024-10-20|Bus|North Sydney|12|400|200
