trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-09-27|Bus|Chatswood|0|<50|<50
2022-09-27|Bus|Macquarie Park|0|<50|<50
2022-09-27|Bus|North Sydney|0|<50|<50
2022-09-27|Bus|Other|0|300|500
2022-09-27|Bus|Parramatta|0|<50|<50
2022-09-27|Bus|Strathfield|0|<50|<50
2022-09-27|Bus|Sydney CBD|0|200|100
2022-09-27|Bus|All - NSW|0|500|600
2022-09-27|Bus|Chatswood|1|<50|<50
2022-09-27|Bus|Macquarie Park|1|<50|<50
2022-09-27|Bus|North Sydney|1|<50|<50
2022-09-27|Bus|Other|1|100|200
2022-09-27|Bus|Parramatta|1|<50|<50
2022-09-27|Bus|Strathfield|1|<50|<50
2022-09-27|Bus|Sydney CBD|1|100|100
2022-09-27|Bus|All - NSW|1|200|300
2022-09-27|Bus|Chatswood|2|<50|<50
2022-09-27|Bus|Macquarie Park|2|<50|<50
2022-09-27|Bus|North Sydney|2|<50|<50
2022-09-27|Bus|Other|2|200|200
2022-09-27|Bus|Parramatta|2|<50|<50
2022-09-27|Bus|Strathfield|2|<50|<50
2022-09-27|Bus|Sydney CBD|2|100|<50
2022-09-27|Bus|All - NSW|2|300|200
2022-09-27|Bus|Chatswood|3|<50|<50
2022-09-27|Bus|Macquarie Park|3|<50|<50
2022-09-27|Bus|North Sydney|3|<50|<50
2022-09-27|Bus|Other|3|200|200
2022-09-27|Bus|Parramatta|3|<50|<50
2022-09-27|Bus|Strathfield|3|<50|<50
2022-09-27|Bus|Sydney CBD|3|100|100
2022-09-27|Bus|All - NSW|3|300|300
2022-09-27|Bus|Chatswood|4|<50|<50
2022-09-27|Bus|Macquarie Park|4|<50|<50
2022-09-27|Bus|North Sydney|4|<50|<50
2022-09-27|Bus|Other|4|1100|500
2022-09-27|Bus|Parramatta|4|<50|<50
2022-09-27|Bus|Strathfield|4|<50|<50
2022-09-27|Bus|Sydney CBD|4|100|100
2022-09-27|Bus|All - NSW|4|1200|600
2022-09-27|Bus|Chatswood|5|100|<50
2022-09-27|Bus|Macquarie Park|5|<50|100
2022-09-27|Bus|Newcastle and surrounds|5|<50|<50
2022-09-27|Bus|North Sydney|5|<50|<50
2022-09-27|Bus|Other|5|6400|4300
2022-09-27|Bus|Parramatta|5|300|300
2022-09-27|Bus|Strathfield|5|100|100
2022-09-27|Bus|Sydney CBD|5|500|700
2022-09-27|Bus|Wollongong and surrounds|5|<50|<50
2022-09-27|Bus|All - NSW|5|7400|5500
2022-09-27|Bus|Chatswood|6|200|100
2022-09-27|Bus|Macquarie Park|6|100|200
2022-09-27|Bus|Newcastle and surrounds|6|<50|<50
2022-09-27|Bus|North Sydney|6|100|100
2022-09-27|Bus|Other|6|15700|12200
2022-09-27|Bus|Parramatta|6|700|600
2022-09-27|Bus|Strathfield|6|200|200
2022-09-27|Bus|Sydney CBD|6|1300|2000
2022-09-27|Bus|Wollongong and surrounds|6|100|100
2022-09-27|Bus|All - NSW|6|18400|15500
2022-09-27|Bus|Chatswood|7|300|300
2022-09-27|Bus|Macquarie Park|7|500|400
2022-09-27|Bus|Newcastle and surrounds|7|<50|<50
2022-09-27|Bus|North Sydney|7|200|400
2022-09-27|Bus|Other|7|28500|18100
2022-09-27|Bus|Parramatta|7|1000|1500
2022-09-27|Bus|Strathfield|7|300|300
2022-09-27|Bus|Sydney CBD|7|1700|5500
2022-09-27|Bus|Wollongong and surrounds|7|100|100
2022-09-27|Bus|All - NSW|7|32600|26600
2022-09-27|Bus|Chatswood|8|300|400
2022-09-27|Bus|Macquarie Park|8|400|600
2022-09-27|Bus|Newcastle and surrounds|8|<50|100
2022-09-27|Bus|North Sydney|8|300|800
2022-09-27|Bus|Other|8|28600|22900
2022-09-27|Bus|Parramatta|8|900|1600
2022-09-27|Bus|Strathfield|8|300|400
2022-09-27|Bus|Sydney CBD|8|2400|10400
2022-09-27|Bus|Wollongong and surrounds|8|100|200
2022-09-27|Bus|All - NSW|8|33300|37400
2022-09-27|Bus|Chatswood|9|200|400
2022-09-27|Bus|Macquarie Park|9|200|600
2022-09-27|Bus|Newcastle and surrounds|9|<50|<50
2022-09-27|Bus|North Sydney|9|200|300
2022-09-27|Bus|Other|9|21500|19800
2022-09-27|Bus|Parramatta|9|600|1000
2022-09-27|Bus|Strathfield|9|200|200
2022-09-27|Bus|Sydney CBD|9|1600|4500
2022-09-27|Bus|Wollongong and surrounds|9|100|200
2022-09-27|Bus|All - NSW|9|24600|27000
2022-09-27|Bus|Chatswood|10|200|300
2022-09-27|Bus|Macquarie Park|10|200|500
2022-09-27|Bus|Newcastle and surrounds|10|<50|100
2022-09-27|Bus|North Sydney|10|100|100
2022-09-27|Bus|Other|10|20700|19000
2022-09-27|Bus|Parramatta|10|500|800
2022-09-27|Bus|Strathfield|10|200|200
2022-09-27|Bus|Sydney CBD|10|1300|2400
2022-09-27|Bus|Wollongong and surrounds|10|100|200
2022-09-27|Bus|All - NSW|10|23300|23600
2022-09-27|Bus|Chatswood|11|200|300
2022-09-27|Bus|Macquarie Park|11|200|400
2022-09-27|Bus|Newcastle and surrounds|11|<50|100
2022-09-27|Bus|North Sydney|11|100|100
2022-09-27|Bus|Other|11|20300|19300
2022-09-27|Bus|Parramatta|11|600|800
2022-09-27|Bus|Strathfield|11|200|200
2022-09-27|Bus|Sydney CBD|11|1400|2300
2022-09-27|Bus|Wollongong and surrounds|11|200|200
2022-09-27|Bus|All - NSW|11|23200|23700
2022-09-27|Bus|Chatswood|12|200|300
2022-09-27|Bus|Macquarie Park|12|300|300
2022-09-27|Bus|Newcastle and surrounds|12|<50|100
2022-09-27|Bus|North Sydney|12|100|100
2022-09-27|Bus|Other|12|19500|19000
2022-09-27|Bus|Parramatta|12|700|700
2022-09-27|Bus|Strathfield|12|200|200
2022-09-27|Bus|Sydney CBD|12|1500|1800
2022-09-27|Bus|Wollongong and surrounds|12|200|100
2022-09-27|Bus|All - NSW|12|22700|22600
2022-09-27|Bus|Chatswood|13|400|300
2022-09-27|Bus|Macquarie Park|13|300|300
2022-09-27|Bus|Newcastle and surrounds|13|<50|<50
2022-09-27|Bus|North Sydney|13|200|100
2022-09-27|Bus|Other|13|20000|20100
2022-09-27|Bus|Parramatta|13|700|600
2022-09-27|Bus|Strathfield|13|300|200
2022-09-27|Bus|Sydney CBD|13|2000|1800
2022-09-27|Bus|Wollongong and surrounds|13|200|100
2022-09-27|Bus|All - NSW|13|24100|23500
2022-09-27|Bus|Chatswood|14|400|300
2022-09-27|Bus|Macquarie Park|14|500|400
2022-09-27|Bus|Newcastle and surrounds|14|100|<50
2022-09-27|Bus|North Sydney|14|200|100
2022-09-27|Bus|Other|14|20800|21600
2022-09-27|Bus|Parramatta|14|900|700
2022-09-27|Bus|Strathfield|14|200|200
2022-09-27|Bus|Sydney CBD|14|2600|1700
2022-09-27|Bus|Wollongong and surrounds|14|200|200
2022-09-27|Bus|All - NSW|14|25900|25200
2022-09-27|Bus|Chatswood|15|400|300
2022-09-27|Bus|Macquarie Park|15|600|300
2022-09-27|Bus|Newcastle and surrounds|15|<50|<50
2022-09-27|Bus|North Sydney|15|300|200
2022-09-27|Bus|Other|15|22800|23600
2022-09-27|Bus|Parramatta|15|1100|800
2022-09-27|Bus|Strathfield|15|300|300
2022-09-27|Bus|Sydney CBD|15|3400|2100
2022-09-27|Bus|Wollongong and surrounds|15|300|200
2022-09-27|Bus|All - NSW|15|29200|27800
2022-09-27|Bus|Chatswood|16|500|400
