trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-03-02|Bus|Chatswood|0|<50|<50
2021-03-02|Bus|Macquarie Park|0|<50|<50
2021-03-02|Bus|North Sydney|0|<50|<50
2021-03-02|Bus|Other|0|500|700
2021-03-02|Bus|Parramatta|0|<50|<50
2021-03-02|Bus|Strathfield|0|<50|<50
2021-03-02|Bus|Sydney CBD|0|300|100
2021-03-02|Bus|All - NSW|0|800|800
2021-03-02|Bus|Chatswood|1|<50|<50
2021-03-02|Bus|Macquarie Park|1|<50|<50
2021-03-02|Bus|North Sydney|1|<50|<50
2021-03-02|Bus|Other|1|200|300
2021-03-02|Bus|Parramatta|1|<50|<50
2021-03-02|Bus|Strathfield|1|<50|<50
2021-03-02|Bus|Sydney CBD|1|200|100
2021-03-02|Bus|All - NSW|1|400|400
2021-03-02|Bus|Chatswood|2|<50|<50
2021-03-02|Bus|Macquarie Park|2|<50|<50
2021-03-02|Bus|North Sydney|2|<50|<50
2021-03-02|Bus|Other|2|200|300
2021-03-02|Bus|Parramatta|2|<50|<50
2021-03-02|Bus|Strathfield|2|<50|<50
2021-03-02|Bus|Sydney CBD|2|200|100
2021-03-02|Bus|All - NSW|2|400|400
2021-03-02|Bus|Chatswood|3|<50|<50
2021-03-02|Bus|Macquarie Park|3|<50|<50
2021-03-02|Bus|North Sydney|3|<50|<50
2021-03-02|Bus|Other|3|300|300
2021-03-02|Bus|Parramatta|3|<50|<50
2021-03-02|Bus|Strathfield|3|<50|<50
2021-03-02|Bus|Sydney CBD|3|100|100
2021-03-02|Bus|All - NSW|3|400|400
2021-03-02|Bus|Chatswood|4|<50|<50
2021-03-02|Bus|Macquarie Park|4|<50|<50
2021-03-02|Bus|North Sydney|4|<50|<50
2021-03-02|Bus|Other|4|1200|700
2021-03-02|Bus|Parramatta|4|<50|<50
2021-03-02|Bus|Strathfield|4|<50|<50
2021-03-02|Bus|Sydney CBD|4|100|200
2021-03-02|Bus|All - NSW|4|1300|900
2021-03-02|Bus|Chatswood|5|100|<50
2021-03-02|Bus|Macquarie Park|5|<50|100
2021-03-02|Bus|Newcastle and surrounds|5|<50|<50
2021-03-02|Bus|North Sydney|5|<50|<50
2021-03-02|Bus|Other|5|8600|5200
2021-03-02|Bus|Parramatta|5|300|300
2021-03-02|Bus|Strathfield|5|100|100
2021-03-02|Bus|Sydney CBD|5|800|1100
2021-03-02|Bus|Wollongong and surrounds|5|<50|<50
2021-03-02|Bus|All - NSW|5|9900|6800
2021-03-02|Bus|Chatswood|6|300|200
2021-03-02|Bus|Macquarie Park|6|200|200
2021-03-02|Bus|Newcastle and surrounds|6|<50|<50
2021-03-02|Bus|North Sydney|6|100|200
2021-03-02|Bus|Other|6|24000|18000
2021-03-02|Bus|Parramatta|6|900|1000
2021-03-02|Bus|Strathfield|6|300|200
2021-03-02|Bus|Sydney CBD|6|2200|3300
2021-03-02|Bus|Wollongong and surrounds|6|100|100
2021-03-02|Bus|All - NSW|6|28100|23200
2021-03-02|Bus|Chatswood|7|600|500
2021-03-02|Bus|Macquarie Park|7|800|600
2021-03-02|Bus|Newcastle and surrounds|7|100|100
2021-03-02|Bus|North Sydney|7|500|900
2021-03-02|Bus|Other|7|66700|41300
2021-03-02|Bus|Parramatta|7|1800|2100
2021-03-02|Bus|Strathfield|7|600|500
2021-03-02|Bus|Sydney CBD|7|3000|8900
2021-03-02|Bus|Wollongong and surrounds|7|300|300
2021-03-02|Bus|All - NSW|7|74400|55200
2021-03-02|Bus|Chatswood|8|700|1000
2021-03-02|Bus|Macquarie Park|8|800|1100
2021-03-02|Bus|Newcastle and surrounds|8|100|200
2021-03-02|Bus|North Sydney|8|900|1800
2021-03-02|Bus|Other|8|67700|64100
2021-03-02|Bus|Parramatta|8|1700|2800
